CODE_DEPARTEMENT;NOM_DEPARTEMENT;;POPULATION;SUPERFICIE;COORDONNEE
2;AISNE;;158;305.0;47.0574494713, -1.37266957863
8;ARDENNES;;86;1100.0;47.4426137963, -1.06708963956
2;AISNE;;161;657.0;47.0618139315, -1.30633725404
2;AISNE;;135;783.0;47.5229526637, -1.18486387677
2;AISNE;;62;429.0;47.574787159, -1.20643363542
2;AISNE;;204;977.0;47.4607094498, -1.27663443804
2;AISNE;;194;996.0;47.9387251306, 2.45310066292
2;AISNE;;54;555.0;47.8518109509, 2.38007762461
2;AISNE;;154;984.0;47.8649162873, 2.21911100322
2;AISNE;;234;1026.0;48.0456035737, 2.69975413504
8;ARDENNES;;1660;886.0;48.041179367, 3.05929060691
8;ARDENNES;;169;1528.0;48.157449918, 2.27066442442
8;ARDENNES;;186;1064.0;47.7836666933, 2.88096624144
8;ARDENNES;;122;1534.0;48.1873386701, 2.32391555315
8;ARDENNES;;183;991.0;47.7956885633, 2.24309015401
8;ARDENNES;;141;778.0;47.8324925695, 2.17891358665
71;SAONE-ET-LOIRE;;342;1685.0;47.8334460976, 2.22580618045
38;ISERE;;2040;932.0;48.0547755223, 1.78743267284
24;DORDOGNE;;299;607.0;44.6442558721, 1.22514981441
29;FINISTERE;;804;1229.0;44.4553395463, 0.296483216783
65;HAUTES-PYRENEES;;124;303.0;44.4211001832, 0.392427774754
64;PYRENEES-ATLANTIQUES;;519;320.0;44.3903135499, 0.308322402748
56;MORBIHAN;;9373;5134.0;44.3068424016, 0.198531984054
13;BOUCHES-DU-RHONE;;4507;2312.0;44.3068424016, 0.198531984054
84;VAUCLUSE;;2448;2026.0;47.0260394542, -0.948497251571
73;SAVOIE;;532;460.0;47.1810628649, -1.11219047783
44;LOIRE-ATLANTIQUE;;2173;1207.0;47.6351223711, -1.04562865347
1;AIN;;1371;1019.0;47.0605120817, -1.02274723735
71;SAONE-ET-LOIRE;;166;1261.0;47.2218319863, -1.04295978761
4;ALPES-DE-HAUTE-PROVENCE;;732;4416.0;47.1810628649, -1.11219047783
3;ALLIER;;258;2648.0;47.1078808209, -0.467290198863
18;CHER;;187;2400.0;47.4642363595, -0.893374401784
30;GARD;;840;1037.0;47.2316146312, -1.11544963125
63;PUY-DE-DOME;;298;580.0;47.120460982, -1.06080153752
62;PAS-DE-CALAIS;;908;1058.0;47.0260394542, -0.948497251571
7;ARDECHE;;946;636.0;47.3171532674, -0.803816987889
53;MAYENNE;;243;1329.0;47.3107732913, -0.588437188795
79;DEUX-SEVRES;;1919;751.0;47.2132113692, -0.730823672666
9;ARIEGE;;109;948.0;47.4083392774, -0.760706509086
30;GARD;;196;1860.0;47.5692463905, -0.419464500915
85;VENDEE;;2574;3342.0;47.5207242687, -0.885680565015
47;LOT-ET-GARONNE;;178;759.0;47.4593680543, -0.668931192134
59;NORD;;13317;326.0;47.2116613127, -0.592096215554
8;ARDENNES;;396;1557.0;47.0385280993, -1.11703589972
15;CANTAL;;123;1318.0;47.7573412779, -0.489988968418
2B;HAUTE-CORSE;;1654;2228.0;47.1229012766, -0.994587969346
62;PAS-DE-CALAIS;;471;432.0;47.1209596775, -0.789105584341
44;LOIRE-ATLANTIQUE;;5156;3406.0;47.298846563, -1.08041733662
63;PUY-DE-DOME;;2074;1492.0;47.1419216856, -0.697807828683
11;AUDE;;84;863.0;47.1810628649, -1.11219047783
30;GARD;;428;523.0;47.0073315321, -0.746471159456
85;VENDEE;;3501;4974.0;47.0989745526, -1.000907724
56;MORBIHAN;;7212;8290.0;47.1508930617, -1.01727454909
22;COTES-D'ARMOR;;921;699.0;47.2269170255, -0.89706051537
33;GIRONDE;;96;564.0;47.5844107731, -0.761815340111
84;VAUCLUSE;;2388;1897.0;47.2666802081, -0.826721819761
63;PUY-DE-DOME;;352;1216.0;47.2269170255, -0.89706051537
88;VOSGES;;110;675.0;47.5486639133, -1.12273477423
63;PUY-DE-DOME;;143;391.0;47.1954851705, -0.870052113944
70;HAUTE-SAONE;;140;1285.0;47.2016302634, -0.994612817542
80;SOMME;;165;629.0;47.2269170255, -0.89706051537
21;COTE-D'OR;;128;1833.0;47.2536561445, -0.898677470364
62;PAS-DE-CALAIS;;2935;314.0;47.3324423544, -1.05558966206
38;ISERE;;2101;1016.0;47.1370997843, -0.893211173486
47;LOT-ET-GARONNE;;174;1286.0;47.2867716104, -0.849080596179
80;SOMME;;117;506.0;47.6550807223, -0.496850421095
4;ALPES-DE-HAUTE-PROVENCE;;4775;4331.0;47.7537267744, -1.11076470775
33;GIRONDE;;86;4869.0;47.3113969017, -0.835247162713
46;LOT;;354;476.0;47.2536561445, -0.898677470364
65;HAUTES-PYRENEES;;448;469.0;47.2536561445, -0.898677470364
50;MANCHE;;301;1244.0;47.3357251709, -1.26655882879
74;HAUTE-SAVOIE;;3038;857.0;47.0906466555, -1.06418673206
88;VOSGES;;432;869.0;47.0989745526, -1.000907724
24;DORDOGNE;;216;679.0;49.1091880022, -1.0333496539
77;SEINE-ET-MARNE;;244;1434.0;48.9163537172, -1.43417974744
77;SEINE-ET-MARNE;;700;1092.0;48.6093406045, -1.16772721877
77;SEINE-ET-MARNE;;5649;694.0;48.6345964939, -1.25581095871
77;SEINE-ET-MARNE;;268;598.0;49.0513143488, -1.0342101788
76;SEINE-MARITIME;;2587;1674.0;49.0519544083, -1.44412730343
27;EURE;;997;2091.0;48.6289518062, -1.0304342213
76;SEINE-MARITIME;;285;937.0;48.9337688761, -1.37986959637
76;SEINE-MARITIME;;809;423.0;48.5428013622, -1.09116233866
76;SEINE-MARITIME;;8202;420.0;48.7844584752, -1.42838018525
14;CALVADOS;;21170;1304.0;48.7844584752, -1.42838018525
14;CALVADOS;;308;2428.0;48.7006516955, -1.07381505147
14;CALVADOS;;190;458.0;48.7012550413, -1.02270781804
61;ORNE;;80;712.0;49.3563874325, -1.4331746115
14;CALVADOS;;70;432.0;48.8801886827, -1.09679216453
14;CALVADOS;;51;340.0;48.6093406045, -1.16772721877
14;CALVADOS;;460;531.0;48.6093406045, -1.16772721877
14;CALVADOS;;1567;686.0;48.6093406045, -1.16772721877
14;CALVADOS;;133;499.0;49.1147467378, -1.49756133326
14;CALVADOS;;1185;508.0;49.2351845807, -1.37071887852
95;VAL-D'OISE;;367;745.0;49.0248822117, -1.42281516102
60;OISE;;1141;1154.0;48.9948807679, -1.25777787227
27;EURE;;200;439.0;49.2176993028, -1.34678917189
78;YVELINES;;919;1012.0;48.576023227, -1.29888431806
78;YVELINES;;1857;976.0;49.0664069516, -1.15050759115
27;EURE;;567;814.0;49.3348515238, -1.66662164482
27;EURE;;152;467.0;48.7850299177, -1.50192760995
28;EURE-ET-LOIR;;502;631.0;48.5218318824, -1.04756329906
28;EURE-ET-LOIR;;274;375.0;48.5218318824, -1.04756329906
78;YVELINES;;1906;1151.0;48.5921418437, -1.44025550272
27;EURE;;328;673.0;48.5795815889, -0.986225147478
78;YVELINES;;1813;691.0;48.584401998, -1.13214406152
27;EURE;;949;779.0;48.5334949768, 3.83230476946
27;EURE;;1125;805.0;48.5779511757, 4.42525137102
27;EURE;;248;596.0;48.6946860681, 4.54168231528
27;EURE;;8179;3974.0;48.9971418485, 4.72959898678
27;EURE;;1004;642.0;48.9110905778, 4.62468455019
78;YVELINES;;879;438.0;49.236060425, 4.4666353542
78;YVELINES;;11431;1376.0;49.017197173, 4.61378517777
78;YVELINES;;246;581.0;48.8393830745, 4.1992916006
78;YVELINES;;1138;456.0;48.1655671239, 5.3514120984
78;YVELINES;;537;478.0;47.8107763725, -0.824856763046
78;YVELINES;;3519;178.0;48.2954582278, -0.556259859275
95;VAL-D'OISE;;15868;379.0;48.3317048917, -0.224488248783
27;EURE;;9011;960.0;48.1628495297, -0.969794866588
27;EURE;;426;1743.0;48.3059770251, -0.249188091423
27;EURE;;580;1679.0;48.3059770251, -0.249188091423
27;EURE;;392;2119.0;48.4181695872, -0.859809024788
27;EURE;;364;497.0;48.438813374, -0.497255598561
27;EURE;;209;674.0;47.881485404, -0.983107521124
14;CALVADOS;;305;435.0;47.9599957585, -0.982044726101
14;CALVADOS;;171;743.0;47.8295791086, -1.19324904813
27;EURE;;379;663.0;48.4415282052, -0.243929736698
27;EURE;;311;812.0;48.223186169, -0.736228421903
27;EURE;;191;562.0;48.0341595376, -0.392817035823
14;CALVADOS;;841;1397.0;48.1680536967, -0.548559055819
27;EURE;;814;824.0;47.9653446296, -1.04293259005
27;EURE;;5070;1002.0;47.8110830506, -1.06624578458
27;EURE;;453;714.0;47.9821248786, -0.405858349066
27;EURE;;647;722.0;48.5832619896, 6.24742504081
76;SEINE-MARITIME;;309;610.0;47.2016302634, -0.994612817542
27;EURE;;562;1215.0;47.298846563, -1.08041733662
27;EURE;;239;536.0;47.3113969017, -0.835247162713
76;SEINE-MARITIME;;796;632.0;47.3113969017, -0.835247162713
76;SEINE-MARITIME;;2824;565.0;47.1078808209, -0.467290198863
76;SEINE-MARITIME;;8122;1873.0;47.6351223711, -1.04562865347
27;EURE;;676;965.0;47.5107508027, -0.983893999731
27;EURE;;944;1105.0;47.2218319863, -1.04295978761
76;SEINE-MARITIME;;710;752.0;47.5486639133, -1.12273477423
76;SEINE-MARITIME;;2032;1006.0;47.1810628649, -1.11219047783
76;SEINE-MARITIME;;414;374.0;47.1810628649, -1.11219047783
76;SEINE-MARITIME;;225;477.0;47.1810628649, -1.11219047783
76;SEINE-MARITIME;;19798;793.0;47.2812013461, -0.730677574071
76;SEINE-MARITIME;;433;813.0;47.2652804686, -1.2442825531
76;SEINE-MARITIME;;14781;1765.0;47.0175160669, -1.06284786599
76;SEINE-MARITIME;;1467;1506.0;47.5207242687, -0.885680565015
60;OISE;;447;861.0;47.3572416278, -1.07322502084
7;ARDECHE;;283;706.0;47.0073315321, -0.746471159456
8;ARDENNES;;385;1527.0;47.1370997843, -0.893211173486
36;INDRE;;751;1010.0;47.7573412779, -0.489988968418
62;PAS-DE-CALAIS;;337;557.0;47.2666802081, -0.826721819761
31;HAUTE-GARONNE;;62;579.0;47.2536561445, -0.898677470364
30;GARD;;204;2780.0;47.2536561445, -0.898677470364
37;INDRE-ET-LOIRE;;234;2210.0;47.2269170255, -0.89706051537
79;DEUX-SEVRES;;211;820.0;47.2269170255, -0.89706051537
70;HAUTE-SAONE;;282;872.0;47.2269170255, -0.89706051537
44;LOIRE-ATLANTIQUE;;3294;3759.0;47.3564245778, -0.860855951281
49;MAINE-ET-LOIRE;;978;2241.0;47.2316146312, -1.11544963125
47;LOT-ET-GARONNE;;624;949.0;47.0989745526, -1.000907724
36;INDRE;;482;2531.0;47.0260394542, -0.948497251571
80;SOMME;;564;1550.0;47.4593680543, -0.668931192134
80;SOMME;;219;321.0;47.1229012766, -0.994587969346
42;LOIRE;;551;815.0;47.1508930617, -1.01727454909
2B;HAUTE-CORSE;;88;3019.0;47.120460982, -1.06080153752
36;INDRE;;204;2863.0;47.0385280993, -1.11703589972
80;SOMME;;183;809.0;47.0385280993, -1.11703589972
59;NORD;;236;957.0;47.4642363595, -0.893374401784
1;AIN;;92;638.0;47.0209884754, -0.702244721464
40;LANDES;;147;8704.0;47.1209596775, -0.789105584341
33;GIRONDE;;99;336.0;48.6381781678, 5.02229907737
67;BAS-RHIN;;323;622.0;48.8864434446, 4.97299782237
41;LOIR-ET-CHER;;689;3321.0;49.3643118496, 5.15763119614
45;LOIRET;;2529;1725.0;49.071722605, 5.42990664699
28;EURE-ET-LOIR;;352;3684.0;49.3593197079, 5.64018091409
45;LOIRET;;580;2464.0;48.8910640369, 5.54145796852
28;EURE-ET-LOIR;;325;989.0;49.1622083788, 5.39118775355
41;LOIR-ET-CHER;;1983;2814.0;47.6359130742, -2.16488661637
41;LOIR-ET-CHER;;162;1314.0;47.5542633582, -2.5567752233
28;EURE-ET-LOIR;;571;2693.0;47.8751420663, -3.02069658804
45;LOIRET;;3245;774.0;47.6329593303, -2.52470442653
45;LOIRET;;853;2804.0;47.8791787746, -2.77241358892
45;LOIRET;;136;951.0;47.8453156794, -2.72228185396
28;EURE-ET-LOIR;;184;1514.0;47.8791787746, -2.77241358892
45;LOIRET;;1079;1233.0;47.8791787746, -2.77241358892
45;LOIRET;;201;1784.0;47.8791787746, -2.77241358892
78;YVELINES;;1641;1003.0;47.8791787746, -2.77241358892
78;YVELINES;;805;1731.0;47.9342650335, -2.67666534094
28;EURE-ET-LOIR;;1267;539.0;47.8640356506, -2.31869257036
28;EURE-ET-LOIR;;293;935.0;47.8640356506, -2.31869257036
77;SEINE-ET-MARNE;;570;2029.0;47.8640356506, -2.31869257036
45;LOIRET;;245;785.0;47.8640356506, -2.31869257036
45;LOIRET;;344;393.0;47.8640356506, -2.31869257036
45;LOIRET;;1695;3894.0;47.8536362051, -3.38437397476
45;LOIRET;;241;1067.0;47.8165671095, -2.8130075938
45;LOIRET;;472;3377.0;48.0340475421, -2.76788253804
77;SEINE-ET-MARNE;;160;496.0;48.0340475421, -2.76788253804
45;LOIRET;;892;2078.0;48.0664219852, -3.36348348949
45;LOIRET;;353;916.0;47.9570963582, -2.50060040632
77;SEINE-ET-MARNE;;1965;2987.0;47.87811454, -2.59549258986
91;ESSONNE;;568;1250.0;48.1408186239, -3.60730142895
91;ESSONNE;;1115;859.0;48.1408186239, -3.60730142895
91;ESSONNE;;617;1871.0;47.9367459556, -2.56493194219
91;ESSONNE;;205;600.0;47.9068494335, -2.9801853207
91;ESSONNE;;7201;332.0;47.9068494335, -2.9801853207
91;ESSONNE;;6585;507.0;47.9068494335, -2.9801853207
91;ESSONNE;;324;441.0;47.9068494335, -2.9801853207
91;ESSONNE;;6795;869.0;47.9048194747, -2.12182639962
78;YVELINES;;1135;403.0;47.9048194747, -2.12182639962
91;ESSONNE;;10285;439.0;47.9048194747, -2.12182639962
63;PUY-DE-DOME;;242;351.0;47.9048194747, -2.12182639962
18;CHER;;1109;3562.0;48.0303004007, -3.09139805638
59;NORD;;2972;533.0;47.7893379891, -3.48865741032
54;MEURTHE-ET-MOSELLE;;229;391.0;48.0421189645, -2.4048738983
62;PAS-DE-CALAIS;;294;441.0;48.0421189645, -2.4048738983
84;VAUCLUSE;;1085;901.0;48.0421189645, -2.4048738983
5;HAUTES-ALPES;;129;1663.0;48.052584377, -2.52574485061
47;LOT-ET-GARONNE;;548;1597.0;47.8448171771, -3.26521394492
33;GIRONDE;;29804;2122.0;48.0666659313, -2.88120120566
58;NIEVRE;;4097;3086.0;47.7482666165, -3.07652968421
63;PUY-DE-DOME;;552;890.0;48.1186226665, -3.23342018462
30;GARD;;105;895.0;48.1186226665, -3.23342018462
1;AIN;;663;862.0;48.1047941388, -3.49335201339
59;NORD;;6696;302.0;48.1047941388, -3.49335201339
2;AISNE;;75;726.0;47.8333907362, -3.15810054387
2A;CORSE-DU-SUD;;79;1031.0;47.8333907362, -3.15810054387
5;HAUTES-ALPES;;1013;18631.0;48.0020117637, -2.58243030583
5;HAUTES-ALPES;;12301;2828.0;48.0020117637, -2.58243030583
44;LOIRE-ATLANTIQUE;;1320;1213.0;48.0020117637, -2.58243030583
30;GARD;;550;929.0;47.7117806601, -2.51458073218
67;BAS-RHIN;;1961;1261.0;48.0353504374, -3.27138279024
40;LANDES;;247;3297.0;48.0716489269, -3.18522774122
68;HAUT-RHIN;;960;868.0;47.758294431, -2.76726500672
48;LOZERE;;71;662.0;47.9908782798, -2.38500324625
29;FINISTERE;;219;1254.0;47.9908782798, -2.38500324625
86;VIENNE;;521;1488.0;47.6775625235, -2.29714071685
55;MEUSE;;266;802.0;48.0782182755, -3.05432484233
13;BOUCHES-DU-RHONE;;20279;3372.0;47.5405067329, -2.32378079353
16;CHARENTE;;389;605.0;48.0834097423, -2.28417256412
1;AIN;;1502;1051.0;48.0834097423, -2.28417256412
13;BOUCHES-DU-RHONE;;4536;1888.0;48.0834097423, -2.28417256412
40;LANDES;;812;2291.0;48.0834097423, -2.28417256412
2A;CORSE-DU-SUD;;50;345.0;48.0834097423, -2.28417256412
68;HAUT-RHIN;;831;240.0;48.1392566024, -2.46117813385
2;AISNE;;263;584.0;48.1392566024, -2.46117813385
65;HAUTES-PYRENEES;;212;1421.0;48.1392566024, -2.46117813385
65;HAUTES-PYRENEES;;42;243.0;47.7360118255, -3.23581408299
31;HAUTE-GARONNE;;343;410.0;47.7360118255, -3.23581408299
39;JURA;;335;797.0;47.9944098952, -3.43239155938
47;LOT-ET-GARONNE;;446;2080.0;48.052584377, -2.52574485061
36;INDRE;;44960;2546.0;47.8722269939, -2.20828237275
57;MOSELLE;;367;724.0;47.7435384665, -2.68048752065
62;PAS-DE-CALAIS;;6803;373.0;47.7435384665, -2.68048752065
68;HAUT-RHIN;;223;738.0;48.1392566024, -2.46117813385
54;MEURTHE-ET-MOSELLE;;108;563.0;47.9194192936, -2.82055398267
14;CALVADOS;;220;428.0;47.8548197668, -2.83433281359
25;DOUBS;;532;492.0;47.9966636174, -2.90364611883
90;TERRITOIRE DE BELFORT;;5313;462.0;47.8548197668, -2.83433281359
46;LOT;;267;964.0;47.9885416609, -2.83201931007
6;ALPES-MARITIMES;;73;2799.0;47.9885416609, -2.83201931007
13;BOUCHES-DU-RHONE;;4178;2080.0;47.9885416609, -2.83201931007
38;ISERE;;858;844.0;48.0129876595, -2.32815212931
38;ISERE;;425;680.0;47.6147638747, -2.54062976773
65;HAUTES-PYRENEES;;99;435.0;47.5916663954, -2.45565053523
69;RHONE;;103;554.0;48.0666659313, -2.88120120566
44;LOIRE-ATLANTIQUE;;5607;2522.0;48.0666659313, -2.88120120566
14;CALVADOS;;182;320.0;48.0293003705, -3.19681776239
47;LOT-ET-GARONNE;;188;671.0;47.989366559, -2.68510340192
80;SOMME;;345;817.0;47.9309084612, -2.39915399793
65;HAUTES-PYRENEES;;301;621.0;47.9309084612, -2.39915399793
1;AIN;;1589;136.0;47.9309084612, -2.39915399793
22;COTES-D'ARMOR;;3670;1387.0;47.8381514679, -2.63978588385
80;SOMME;;101;540.0;47.8381514679, -2.63978588385
52;HAUTE-MARNE;;37;350.0;47.9574785946, -2.97305444084
3;ALLIER;;387;1218.0;47.861306842, -2.88736144781
72;SARTHE;;570;2252.0;47.741429912, -2.91614082833
3;ALLIER;;324;2704.0;47.7749928997, -3.01048603239
7;ARDECHE;;499;1977.0;48.0567762587, -3.41394764032
14;CALVADOS;;2568;479.0;48.0567762587, -3.41394764032
50;MANCHE;;118;606.0;48.0567762587, -3.41394764032
15;CANTAL;;242;916.0;48.0567762587, -3.41394764032
37;INDRE-ET-LOIRE;;1226;478.0;47.8236878026, -2.06466591903
63;PUY-DE-DOME;;135;2390.0;47.6611862138, -2.45259662562
36;INDRE;;905;1814.0;47.6611862138, -2.45259662562
49;MAINE-ET-LOIRE;;27523;6651.0;47.9149067283, -2.51331181434
26;DROME;;1153;3511.0;48.0340475421, -2.76788253804
67;BAS-RHIN;;1416;713.0;47.8601051488, -2.2360862124
67;BAS-RHIN;;532;264.0;47.9342424609, -2.89878436569
34;HERAULT;;446;1279.0;47.8171910353, -2.28079376577
11;AUDE;;3991;2180.0;47.8171910353, -2.28079376577
49;MAINE-ET-LOIRE;;1512;1850.0;47.8171910353, -2.28079376577
21;COTE-D'OR;;99;1207.0;48.0901359699, -3.56170057688
44;LOIRE-ATLANTIQUE;;3030;1312.0;47.9101641505, -2.72313773463
89;YONNE;;142;612.0;47.9101641505, -2.72313773463
47;LOT-ET-GARONNE;;322;1199.0;47.9101641505, -2.72313773463
49;MAINE-ET-LOIRE;;2211;3299.0;47.7256005172, -2.27972546378
64;PYRENEES-ATLANTIQUES;;2094;1498.0;47.7803272164, -2.51284511222
32;GERS;;70;1085.0;47.7803272164, -2.51284511222
18;CHER;;473;1753.0;47.6842596362, -2.21451256864
76;SEINE-MARITIME;;132;539.0;47.8453156794, -2.72228185396
62;PAS-DE-CALAIS;;5777;447.0;47.8035862598, -2.41901871226
61;ORNE;;124;381.0;47.8019848538, -2.2219685509
21;COTE-D'OR;;160;634.0;47.7032835314, -2.65130842801
14;CALVADOS;;265;581.0;48.0687689284, -2.75151528814
23;CREUSE;;678;1935.0;48.1487709443, -3.15307689822
36;INDRE;;441;4009.0;48.0433477742, -2.99128872272
31;HAUTE-GARONNE;;82;383.0;47.9568073828, -2.43686229213
66;PYRENEES-ORIENTALES;;84;1888.0;47.9568073828, -2.43686229213
76;SEINE-MARITIME;;496;582.0;47.9568073828, -2.43686229213
47;LOT-ET-GARONNE;;170;923.0;47.9568073828, -2.43686229213
32;GERS;;46;354.0;47.9568073828, -2.43686229213
50;MANCHE;;218;415.0;47.8353176269, -2.22240834166
67;BAS-RHIN;;1378;495.0;47.8353176269, -2.22240834166
73;SAVOIE;;152;1372.0;47.8353176269, -2.22240834166
26;DROME;;1037;1146.0;47.7928778802, -2.59230429542
31;HAUTE-GARONNE;;316;1146.0;47.7928778802, -2.59230429542
55;MEUSE;;459;511.0;47.7928778802, -2.59230429542
35;ILLE-ET-VILAINE;;44620;3652.0;48.0971005177, -2.54675416502
13;BOUCHES-DU-RHONE;;52439;75780.0;47.6898452607, -2.5432688091
72;SARTHE;;636;1757.0;48.0065262749, -3.31970134799
2B;HAUTE-CORSE;;626;2067.0;47.8883731481, -0.234459747059
15;CANTAL;;101;2131.0;48.2900848462, 0.27911835118
11;AUDE;;146;2084.0;50.0915425857, 3.59087173515
74;HAUTE-SAVOIE;;932;1345.0;50.9013281836, 2.22231339443
52;HAUTE-MARNE;;70;642.0;50.8853855427, 2.43082457803
26;DROME;;63;1216.0;50.7532429803, 2.6445923921
50;MANCHE;;612;675.0;50.8857538985, 2.53103048066
49;MAINE-ET-LOIRE;;8755;7237.0;50.7407996403, 2.68982995644
50;MANCHE;;1757;1537.0;50.7407996403, 2.68982995644
9;ARIEGE;;258;384.0;50.7407996403, 2.68982995644
41;LOIR-ET-CHER;;4455;673.0;50.6544638525, 2.95278001168
31;HAUTE-GARONNE;;92;393.0;50.9354067331, 2.45478546647
67;BAS-RHIN;;285;442.0;50.4598850048, 3.35830312873
53;MAYENNE;;364;1921.0;50.9357021479, 2.42232048675
67;BAS-RHIN;;2118;476.0;50.9349953716, 2.386136469
73;SAVOIE;;325;172.0;50.8092192987, 2.58133162517
57;MOSELLE;;199;316.0;50.6801176399, 2.99628121577
63;PUY-DE-DOME;;1881;1584.0;50.9764821618, 2.49285678508
67;BAS-RHIN;;172;262.0;50.840670631, 2.55102233064
69;RHONE;;904;332.0;50.9103571989, 2.49354323246
90;TERRITOIRE DE BELFORT;;110;851.0;50.7935075269, 2.42905319504
71;SAONE-ET-LOIRE;;1314;453.0;48.8631647699, 0.501478955459
38;ISERE;;1772;991.0;48.6796823073, 0.745196942945
64;PYRENEES-ATLANTIQUES;;1304;166.0;48.4763248929, 0.845557997801
25;DOUBS;;456;494.0;50.1020450075, 2.85134784378
70;HAUTE-SAONE;;414;1400.0;50.2823714497, 2.71758604015
6;ALPES-MARITIMES;;228;4270.0;50.4151935101, 2.58087670708
62;PAS-DE-CALAIS;;88;332.0;50.2943588882, 2.96143328389
7;ARDECHE;;138;1031.0;50.359973165, 2.21304537807
64;PYRENEES-ATLANTIQUES;;207;921.0;45.5506838317, 3.37062335127
64;PYRENEES-ATLANTIQUES;;487;645.0;45.6746657263, 3.57659719513
36;INDRE;;384;3873.0;43.4195765868, -0.246184522195
33;GIRONDE;;1345;536.0;43.4172746195, -0.242910542656
41;LOIR-ET-CHER;;1157;1836.0;43.3567497113, -0.149513201714
2;AISNE;;383;645.0;48.6580690647, 7.5643096194
73;SAVOIE;;290;943.0;48.310340288, 7.670373561
80;SOMME;;37;299.0;48.7576832046, 7.57005193859
49;MAINE-ET-LOIRE;;819;4860.0;48.6580690647, 7.5643096194
39;JURA;;204;1046.0;48.9408272393, 7.80540326696
85;VENDEE;;903;1814.0;49.0112603662, 7.93155692746
33;GIRONDE;;432;579.0;48.6652943529, 7.82160366096
85;VENDEE;;728;905.0;48.8704287732, 7.44096790751
71;SAONE-ET-LOIRE;;179;262.0;48.934566941, 8.10413952266
69;RHONE;;11390;1032.0;48.8453577119, 7.5396317616
53;MAYENNE;;2683;1682.0;45.582024391, 4.63170293167
73;SAVOIE;;459;1310.0;47.8900453966, 5.9800845437
30;GARD;;744;1633.0;46.6433213911, 5.1798219435
38;ISERE;;1214;1187.0;46.6433213911, 5.1798219435
33;GIRONDE;;241;1802.0;46.536591021, 3.92153661047
50;MANCHE;;503;435.0;46.4813924215, 5.24382855759
4;ALPES-DE-HAUTE-PROVENCE;;122;4120.0;46.4115190828, 4.30850974872
24;DORDOGNE;;345;2751.0;47.9282916558, 0.484112826169
45;LOIRET;;1257;4831.0;47.7328642544, 0.295259862167
45;LOIRET;;59;1400.0;47.4138475033, 0.984300807685
45;LOIRET;;4479;1463.0;45.6160308194, 5.9122018266
28;EURE-ET-LOIR;;3091;3357.0;48.1186226665, -3.23342018462
41;LOIR-ET-CHER;;104;813.0;47.7928778802, -2.59230429542
28;EURE-ET-LOIR;;962;3965.0;47.989366559, -2.68510340192
45;LOIRET;;1406;2312.0;48.0971005177, -2.54675416502
45;LOIRET;;719;1928.0;48.1024885886, -4.0008992766
45;LOIRET;;480;109.0;48.0971005177, -2.54675416502
28;EURE-ET-LOIR;;227;2113.0;48.1024885886, -4.0008992766
28;EURE-ET-LOIR;;359;1706.0;48.238552444, -4.06393513778
28;EURE-ET-LOIR;;559;517.0;48.2837871435, -4.10679951196
28;EURE-ET-LOIR;;766;2781.0;48.1816178391, -4.02730923192
28;EURE-ET-LOIR;;184;408.0;48.1920222894, -3.71695515876
28;EURE-ET-LOIR;;1059;852.0;48.2262324273, -3.72893716631
28;EURE-ET-LOIR;;621;2027.0;48.6661054992, -4.06352575297
28;EURE-ET-LOIR;;1209;4287.0;48.5024897713, -4.42625032088
28;EURE-ET-LOIR;;178;631.0;48.2837871435, -4.10679951196
28;EURE-ET-LOIR;;2270;6349.0;48.2837871435, -4.10679951196
28;EURE-ET-LOIR;;2018;1690.0;48.2551201909, -3.89019970475
28;EURE-ET-LOIR;;868;1453.0;48.516892856, -3.58776796246
28;EURE-ET-LOIR;;506;1171.0;48.3982834725, -4.26686158841
28;EURE-ET-LOIR;;743;1448.0;48.6015550467, -3.75578324741
78;YVELINES;;505;1412.0;48.647384624, -3.71693596331
28;EURE-ET-LOIR;;4202;1713.0;48.6282081973, -4.09628885183
91;ESSONNE;;1738;1585.0;47.9953086024, -3.8905372581
77;SEINE-ET-MARNE;;5560;2169.0;48.4136828223, -3.95678495949
45;LOIRET;;6198;1759.0;48.4619731967, -3.96890391643
77;SEINE-ET-MARNE;;123;661.0;48.4021269893, -3.7521405117
45;LOIRET;;232;404.0;48.2743245052, -3.6287503253
45;LOIRET;;1823;3370.0;48.1867421269, -3.81428904116
45;LOIRET;;258;997.0;48.6568788677, -4.17629537794
45;LOIRET;;696;1071.0;48.1701462061, -3.97166325275
45;LOIRET;;1132;1589.0;48.4468177396, -4.00561533227
45;LOIRET;;358;1597.0;48.4867803511, -3.99625815218
77;SEINE-ET-MARNE;;916;2386.0;48.2262324273, -3.72893716631
45;LOIRET;;517;2099.0;48.1024885886, -4.0008992766
45;LOIRET;;403;822.0;48.0788157645, -4.19048480591
