Identifiant;Nom Etablissement;Numéro Siret;Adresse;Code Postal;Commune;Departement;Region;coordonnées_x;coordonnées_y;Code APE;Libellé APE;Code Eprtr;Libelle Eprtr;coordonnees;Milieu;Polluant;Quantite
16068142;GAEC du Temple;3,04E+13;Le Temple;16260;CELLEFROUIN;CHARENTE;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;448900;2101000;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);45.8924089909, 0.389531396078;Air;Ammoniac (NH3);150400
16113010;AUCHAN LA COURONNE;4,10E+13;Route de Bordeaux;16400;ANGOULEME;CHARENTE;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;425564.01441291;2070961.4434116;4711F;Hypermarchés;;;45.6166684542, 0.100000005558;Air;Hydrochlorofluorocarbures (HCFC);1258
16338027;S.A.S Elvaporcs;7,32E+13;La Ballangerie;16300;SAINT-MEDARD;CHARENTE;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;406700;2059808;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);45.5112866715, -0.137213947312;Air;Ammoniac (NH3);197800
16416136;GAEC de Margnac;3,04E+13;Margnac;16310;VITRAC-SAINT-VINCENT;CHARENTE;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;456808;2090100;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);45.7960877439, 0.49468419965;Air;Ammoniac (NH3);150700
17358056;PESTOURIE;3,81E+13;Gatebourse;17470;SAINT-MANDE-SUR-BREDOIRE;CHARENTE-MARITIME;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;395646;2117211;4633Z;Commerce de gros (commerce interentreprises) de produits laitiers -  Å“ufs -  huiles et matières grasses comestibles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;46.0242144189, -0.303245067805;Air;Ammoniac (NH3);105400
17415143;SAS BERTEAU;3,40E+13;;17100;SAINTES;CHARENTE-MARITIME;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;368585;2087363;158V;Industries alimentaires n.c.a.;;;45.7471525926, -0.637908037884;Air;Ammoniac (NH3);104100
17445057;Patrick LEFEBVRE;4,10E+13;6 chez Morinaud;17600;THEZAC;CHARENTE-MARITIME;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;356614;2079389;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;45.671289352, -0.78754444525;Air;Ammoniac (NH3);66600
18066001;SCA de Civray;4,18E+13;bois ratier;18290;CIVRAY;CHER;CENTRE-VAL DE LOIRE;587700;2218500;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;46.9662670023, 2.17489205506;Air;Ammoniac (NH3);113600
18066017;HYPOR FRANCE;7,76E+13;domaine du colombier;18290;CIVRAY;CHER;CENTRE-VAL DE LOIRE;587700;2218500;0162Z;Activités de soutien à  la production animale;7.(a).(iii);disposant de 750 emplacements pour truies;46.9662670023, 2.17489205506;Air;Ammoniac (NH3);526200
18088131;scea DU CORMIER;3,33E+13;la tuzerie;18380;ENNORDRES;CHER;CENTRE-VAL DE LOIRE;603537;2270026;0111Z;Culture de céréales (à  l'exception du riz) -  de légumineuses et de graines oléagineuses;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);47.4298825065, 2.38341051201;Air;Ammoniac (NH3);185800
18158908;le préau SAS;3,00E+13;le préau;18390;NOHANT-EN-GOUT;CHER;CENTRE-VAL DE LOIRE;618086;2233149;0150Z;Culture et élevage associés;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);47.0979201852, 2.57478854096;Air;Ammoniac (NH3);541700
18273003;EARL DE CORTEUIL;4,33E+13;LES ECAUTAIRES;18190;VENESMES;CHER;CENTRE-VAL DE LOIRE;598323;2204200;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;46.8377318004, 2.3145475036;Air;Ammoniac (NH3);91000
19209008;Edith Jenty;3,27E+13;La Virolle;;;;;;;;;;;;Air;Ammoniac (NH3);43600
22001011;GUIGO VINCENT;5,11E+13;KERCHOUAN;22460;ALLINEUC;COTES-D'ARMOR;BRETAGNE;213793;2380825;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.3111537406, -2.87274454735;Air;Ammoniac (NH3);53700
22001056;LE HELLOCO PIERRICK;4,00E+13;Site 1 - Le Visieu  Site 2 - Le Bosmeu;22460;ALLINEUC;COTES-D'ARMOR;BRETAGNE;213793;2380825;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.3111537406, -2.87274454735;Air;Ammoniac (NH3);61300
22001060;GAEC DE KERGOULIO;3,82E+13;Quenequinteux;22460;ALLINEUC;COTES-D'ARMOR;BRETAGNE;213793;2380825;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.3111537406, -2.87274454735;Air;Ammoniac (NH3);41200
22001106;SARL TYLLY-GILLOT;4,83E+13;;22460;ALLINEUC;COTES-D'ARMOR;BRETAGNE;213793;2380825;012G;Elevage de volailles;;;48.3111537406, -2.87274454735;Air;Ammoniac (NH3);25800
22001127;SARL LE MOUEL;4,10E+13;LA BROUSSE;22460;ALLINEUC;COTES-D'ARMOR;BRETAGNE;213793;2380825;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.3111537406, -2.87274454735;Air;Ammoniac (NH3);180300
22002090;AVRIL Noà«l;4,00E+13;Lourmel;22400;ANDEL;COTES-D'ARMOR;BRETAGNE;237700;2399430;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.4918946765, -2.56677929419;Air;Ammoniac (NH3);10000
22005069;EARL DE COAT AN NOZ;4,05E+13;;22810;BELLE-ISLE-EN-TERRE;COTES-D'ARMOR;BRETAGNE;176900;2409299;012G;Elevage de volailles;;;48.5434519495, -3.39665630364;Air;Ammoniac (NH3);11400
22005092;EARL LE FALHER;4,82E+13;Coat An Noz;22810;BELLE-ISLE-EN-TERRE;COTES-D'ARMOR;BRETAGNE;176900;2409299;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.5434519495, -3.39665630364;Air;Ammoniac (NH3);84200
22011028;HENRY Odile;4,93E+13;Kerhellec;22840;SAINT-CONNAN;COTES-D'ARMOR;BRETAGNE;200345;2393622;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.4177889347, -3.0654205796;Air;Ammoniac (NH3);47900
22012004;EARL DE BAYETTE;4,19E+13;BAYETTE;22240;LA BOUILLIE;COTES-D'ARMOR;BRETAGNE;247777;2407585;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.570640482, -2.43743536782;Air;Ammoniac (NH3);69500
22015045;CHAPIN PASCAL;3,53E+13;La Ville du Flot;22510;BREHAND;COTES-D'ARMOR;BRETAGNE;236500;2389500;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.4021229832, -2.57459007377;Air;Ammoniac (NH3);11200
22020209;SARL GUICHARD CRG;4,78E+13;;22250;BROONS;COTES-D'ARMOR;BRETAGNE;259037;2378600;012G;Elevage de volailles;;;48.3165558544, -2.26221280532;Air;Ammoniac (NH3);10700
22023066;EARL GUEGAN Bernard;3,20E+13;Goaren Baler;22160;BULAT-PESTIVIEN;COTES-D'ARMOR;BRETAGNE;180867;2396114;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.4278156067, -3.33022902899;Air;Ammoniac (NH3);65600
22027007;EARL DE LA METAIRIE;3,32E+13;BLAYE;22210;LE CAMBOUT;COTES-D'ARMOR;BRETAGNE;231395;2351562;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.0587997004, -2.61115242529;Air;Ammoniac (NH3);277500
22027125;CADIN BERNARD;4,11E+13;GASTRY;22210;LE CAMBOUT;COTES-D'ARMOR;BRETAGNE;231395;2351562;0150Z;Culture et élevage associés;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.0587997004, -2.61115242529;Air;Ammoniac (NH3);38400
22029041;FACY Pierre;4,34E+13;Cussuliou;22480;SAINT-NICOLAS-DU-PELEM;COTES-D'ARMOR;BRETAGNE;192084;2382480;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.3127071067, -3.16619085697;Air;Ammoniac (NH3);115300
22029136;SCEA LOTOUT BERNABE;4,19E+13;;22480;CANIHUEL;COTES-D'ARMOR;BRETAGNE;196748;2385088;012G;Elevage de volailles;;;48.3390162878, -3.10590902376;Air;Ammoniac (NH3);23400
22029138;earl de la ville blanche;3,41E+13;la ville blanche;22480;CANIHUEL;COTES-D'ARMOR;BRETAGNE;196748;2385088;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.3390162878, -3.10590902376;Air;Ammoniac (NH3);118100
22032105;NOGUES Jacqueline;5,05E+13;Palance;22350;CAULNES;COTES-D'ARMOR;BRETAGNE;266912;2375111;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.2893307063, -2.15354716988;Air;Ammoniac (NH3);61300
22044010;GAEC DE FALIGOT;3,82E+13;FALIGOT;22400;COETMIEUX;COTES-D'ARMOR;BRETAGNE;235174;2399500;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.4911018678, -2.60093548091;Air;Ammoniac (NH3);113800
22045066;ALLAIN Jean Paul;3,35E+13;L'HURMAIN;22800;COHINIAC;COTES-D'ARMOR;BRETAGNE;209033;2398085;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.4631281548, -2.95240095257;Air;Ammoniac (NH3);97800
22052018;EARL LE BRIS;3,20E+13;ROSQUELFEN;22570;LANISCAT;COTES-D'ARMOR;BRETAGNE;194663;2374288;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.240846519, -3.12384718726;Air;Ammoniac (NH3);90000
22056200;EARL VIVIER;4,20E+13;LA VILLE SOULE;22120;QUESSOY;COTES-D'ARMOR;BRETAGNE;230500;2391899;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.4202509181, -2.65749434582;Air;Ammoniac (NH3);121800
22061059;EARL DE KERGICQUEL;3,88E+13;KERGICQUEL;22110;GLOMEL;COTES-D'ARMOR;BRETAGNE;174391;2373748;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.2230348395, -3.39546023136;Air;Ammoniac (NH3);11900
22065127;EARL THOMAS;3,78E+13;Kericquel;22290;GOUDELIN;COTES-D'ARMOR;BRETAGNE;205100;2414099;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.6043651879, -3.02018571116;Air;Ammoniac (NH3);70200
22065795;EARL DU BOIS DE LA VIGNE;4,81E+13;La Coudre;22510;BREHAND;COTES-D'ARMOR;BRETAGNE;236500;2389500;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.4021229832, -2.57459007377;Air;Ammoniac (NH3);73600
22069531;SARL DU SKAVENN;5,01E+13;Traou Skaven;22500;PAIMPOL;COTES-D'ARMOR;BRETAGNE;204686;2433499;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.7780831384, -3.04377217801;Air;Ammoniac (NH3);77900
22070539;EURL AUREGAN MEGRET;3,88E+13;11 rue de la Diligence - Langouhedre;22640;PLENEE-JUGON;COTES-D'ARMOR;BRETAGNE;249033;2384574;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.364832209, -2.4016717137;Air;Ammoniac (NH3);97000
22073094;SNC DOUX POUSSINS;3,93E+13;;22321;LA HARMOYE;COTES-D'ARMOR;BRETAGNE;207400;2383999;012G;Elevage de volailles;;;48.3357874743, -2.96159798694;Air;Ammoniac (NH3);440000
22073106;SCEA LAURENT FERCHAL;3,98E+13;La Vieux Ville;22320;LA HARMOYE;COTES-D'ARMOR;BRETAGNE;207400;2383999;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.3357874743, -2.96159798694;Air;Ammoniac (NH3);11600
22074137;EARL RAOULT;1,02E+13;Keravel;22320;LE HAUT-CORLAY;COTES-D'ARMOR;BRETAGNE;199710;2382616;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.3186793609, -3.06377017313;Air;Ammoniac (NH3);140100
22074157;SCEA DU BOIS DU PONT;4,32E+13;LE BOIS DU PONT;22320;LE HAUT-CORLAY;COTES-D'ARMOR;BRETAGNE;199710;2382616;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.3186793609, -3.06377017313;Air;Ammoniac (NH3);49600
22076003;SCEA DU BAS CREHELION;;;22550;HENANBIHEN;COTES-D'ARMOR;BRETAGNE;252300;2406200;;non renseigné;;;48.5606651502, -2.37515540403;Air;Ammoniac (NH3);13500
22076024;GAEC DE LORGERIE;3,20E+13;LORGERIE;22550;HENANBIHEN;COTES-D'ARMOR;BRETAGNE;252300;2406200;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.5606651502, -2.37515540403;Air;Ammoniac (NH3);162200
22076140;SCEA ELEVAGE DE LA VILLE BARBE;4,79E+13;LA VILLE BARBE;22550;HENANBIHEN;COTES-D'ARMOR;BRETAGNE;252300;2406200;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.5606651502, -2.37515540403;Air;Ammoniac (NH3);71900
22076146;SCEA DE LA VILLE POISSIN;7,77E+13;RUE JANAIE MAROUE;22550;HENANBIHEN;COTES-D'ARMOR;BRETAGNE;252300;2406200;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.5606651502, -2.37515540403;Air;Ammoniac (NH3);218000
22076171;GAEC DES BOIS;3,17E+13;LES BOIS;22550;HENANBIHEN;COTES-D'ARMOR;BRETAGNE;252300;2406200;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.5606651502, -2.37515540403;Air;Ammoniac (NH3);247600
22076185;EARL CARFANTAN ALAIN;3,91E+13;la hazaie;;;;;;;;;;;;Air;Ammoniac (NH3);120500
22076202;SCEA DE LA VILLE PEAN;3,32E+13;LA VILLE PEAN;22550;HENANBIHEN;COTES-D'ARMOR;BRETAGNE;252300;2406200;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.5606651502, -2.37515540403;Air;Ammoniac (NH3);212500
22077007;EARL DE LA VILLE BELLANGER;3,02E+13;LA VILLE BELLANGER;22400;HENANSAL;COTES-D'ARMOR;BRETAGNE;247856;2404281;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.5410370343, -2.43365235653;Air;Ammoniac (NH3);129000
22084047;GAEC DES GRANDS CHAMPS;4,02E+13;LES GRANDS CHAMPS;22270;JUGON-LES-LACS;COTES-D'ARMOR;BRETAGNE;255200;2389100;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.4087636342, -2.32222953134;Air;Ammoniac (NH3);146400
22087239;SARL DU MOELOU;4,42E+13;PARC QUIMINAL;22110;KERGRIST-MOELOU;COTES-D'ARMOR;BRETAGNE;180800;2382899;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.3092689122, -3.31829786109;Air;Ammoniac (NH3);395200
22087263;SCEA YANNICK LE GOFF;3,98E+13;Kerfloch;22110;KERGRIST-MOELOU;COTES-D'ARMOR;BRETAGNE;180800;2382899;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.3092689122, -3.31829786109;Air;Ammoniac (NH3);90300
22087265;SCEA BACQUER PRODUCTION;3,90E+13;Parc Quiminal;22110;KERGRIST-MOELOU;COTES-D'ARMOR;BRETAGNE;180800;2382899;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.3092689122, -3.31829786109;Air;Ammoniac (NH3);65200
22093132;SCEA COLAS PHILIPPE;3,88E+13;L'HOPITAL;22400;LAMBALLE;COTES-D'ARMOR;BRETAGNE;241672;2396846;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.47092316, -2.51100575975;Air;Ammoniac (NH3);65600
22093145;EARL DU CLOS DU PUITS;3,89E+13;LA VILLE DURAND MAROUE;22400;LAMBALLE;COTES-D'ARMOR;BRETAGNE;241672;2396846;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.47092316, -2.51100575975;Air;Ammoniac (NH3);24600
22098010;GAEC DU GRAND CARNAIS;3,85E+13;LE GRAND CARNAIS;22400;LANDEHEN;COTES-D'ARMOR;BRETAGNE;239200;2392400;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.4296552417, -2.5406338422;Air;Ammoniac (NH3);92300
22098043;EARL LA VILLE CORBELIN;4,91E+13;La Ville Corbelin;22400;LANDEHEN;COTES-D'ARMOR;BRETAGNE;239200;2392400;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.4296552417, -2.5406338422;Air;Ammoniac (NH3);31200
22101145;EARL DAMANY;3,77E+13;PORS RU;22450;LANGOAT;COTES-D'ARMOR;BRETAGNE;186999;2431599;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.7499322232, -3.28184685611;Air;Ammoniac (NH3);120700
22104096;FLAMEN Patrick;4,01E+13;Kerstang;22570;LESCOUET-GOUAREC;COTES-D'ARMOR;BRETAGNE;185081;2365973;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.1602182027, -3.2445572377;Air;Ammoniac (NH3);50000
22112039;GAEC DES PEUPLIERS;3,92E+13;TRAOU GOAZIOU;22290;LANNEBERT;COTES-D'ARMOR;BRETAGNE;206124;2420112;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.658917149, -3.01188077715;Air;Ammoniac (NH3);16400
22116122;L'Oeuf de Beaupré;3,20E+13;5 Beaupré;22170;LANRODEC;COTES-D'ARMOR;BRETAGNE;203600;2404499;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.517347817, -3.03158832618;Air;Ammoniac (NH3);105400
22116187;SCEA BREIZ OEUFS;3,95E+13;;22170;LANRODEC;COTES-D'ARMOR;BRETAGNE;203600;2404499;012G;Elevage de volailles;;;48.517347817, -3.03158832618;Air;Ammoniac (NH3);27000
22118067;SCEA DES MENHIRS;3,49E+13;;22100;LANVALLAY;COTES-D'ARMOR;BRETAGNE;277200;2393100;013Z;Culture et élevage associés;;;48.4560150345, -2.02860847197;Air;Ammoniac (NH3);39900
22125013;COCHERIL Daniel;3,14E+13;;22270;JUGON-LES-LACS;COTES-D'ARMOR;BRETAGNE;255200;2389100;012G;Elevage de volailles;;;48.4087636342, -2.32222953134;Air;Ammoniac (NH3);59300
22132124;SCEA LE COSQUER;4,42E+13;COSQUER;22160;LOHUEC;COTES-D'ARMOR;BRETAGNE;166900;2400699;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.4597250035, -3.52299092258;Air;Ammoniac (NH3);87000
22132228;EARL DU HAUT CAINGAN;3,51E+13;Le Haut Caingan;22600;LOUDEAC;COTES-D'ARMOR;BRETAGNE;221611;2365251;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.1760258754, -2.75400390991;Air;Ammoniac (NH3);126000
22135005;LA FERME DE KERVENAC'H SAS;3,53E+13;4 IMPASSE DE KERVENAC'H;22540;LOUARGAT;COTES-D'ARMOR;BRETAGNE;181349;2411492;4633Z;Commerce de gros (commerce interentreprises) de produits laitiers -  Å“ufs -  huiles et matières grasses comestibles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.5660143935, -3.33872329624;Air;Ammoniac (NH3);343200
22136149;GAEC LE MENEC;3,79E+13;LE MENEC;22600;LOUDEAC;COTES-D'ARMOR;BRETAGNE;221611;2365251;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.1760258754, -2.75400390991;Air;Ammoniac (NH3);56000
22136392;SCA LE BIHAN-GLOUX;3,83E+13;LAUNAY GRESILLON;22600;LOUDEAC;COTES-D'ARMOR;BRETAGNE;221611;2365251;0150Z;Culture et élevage associés;7.(a).(iii);disposant de 750 emplacements pour truies;48.1760258754, -2.75400390991;Air;Ammoniac (NH3);254500
22136394;COLLET Dominique;4,00E+13;LA VILLE DONNIO;22600;LOUDEAC;COTES-D'ARMOR;BRETAGNE;221611;2365251;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.1760258754, -2.75400390991;Air;Ammoniac (NH3);14500
22137239;ELEVAGE AVICOLE DE KER AVEL (ROBIN);3,14E+13;KER AVEL;22340;MAEL-CARHAIX;COTES-D'ARMOR;BRETAGNE;172774;2380636;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.2837394188, -3.42394729115;Air;Ammoniac (NH3);111200
22142007;EARL DE LA PETITE GUEVIERE;3,22E+13;PETITE GUEVIERE;22400;LAMBALLE;COTES-D'ARMOR;BRETAGNE;241672;2396846;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.47092316, -2.51100575975;Air;Ammoniac (NH3);120900
22142158;EARL lucien GEFFRELOT;3,91E+13;LA NOE QUEFFERON;22400;LAMBALLE;COTES-D'ARMOR;BRETAGNE;241672;2396846;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.47092316, -2.51100575975;Air;Ammoniac (NH3);90200
22144025;EARL DE LA HELLIOTERIE;3,15E+13;Gilbert Le Pourhiet;;;;;;;;;;;;Air;Ammoniac (NH3);168600
22149098;EARL DE L'OUST;3,85E+13;RETROUAULT;22460;MERLEAC;COTES-D'ARMOR;BRETAGNE;211500;2377199;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.2772548438, -2.90032753958;Air;Ammoniac (NH3);23000
22152077;SCEA DE KERFOS;4,11E+13;Kerfos;22220;MINIHY-TREGUIER;COTES-D'ARMOR;BRETAGNE;191099;2434099;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.7749654844, -3.22866305247;Air;Ammoniac (NH3);95500
22163171;LE DU ISIDORE;4,09E+13;;22340;PAULE;COTES-D'ARMOR;BRETAGNE;170874;2375410;012G;Elevage de volailles;;;48.2356243296, -3.4442996916;Air;Ammoniac (NH3);20000
22165001;GAEC DES MEZERAIS;7,88E+13;LES MEZERAIS;22150;PENGUILY;COTES-D'ARMOR;BRETAGNE;242051;2385837;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.3723460044, -2.49674345779;Air;Ammoniac (NH3);111800
22165064;GAEC DES BOSCHIAUX;3,31E+13;LES BOSCHIAUX;22150;PENGUILY;COTES-D'ARMOR;BRETAGNE;242051;2385837;0116Z;Culture de plantes à  fibres;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.3723460044, -2.49674345779;Air;Ammoniac (NH3);26400
22165073;SCEA ROUXEL;3,89E+13;Les Clà´tures;22510;PENGUILY;COTES-D'ARMOR;BRETAGNE;242051;2385837;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.3723460044, -2.49674345779;Air;Ammoniac (NH3);96400
22166005;SCEA ELEVAGE AVICOLE DE CRECH MIN;4,88E+13;CRECH MIN;22710;PENVENAN;COTES-D'ARMOR;BRETAGNE;186548;2438770;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.8139300014, -3.29493964486;Air;Ammoniac (NH3);136200
22169073;SARL CJA;5,10E+13;Kervraz;22110;PLOUNEVEZ-QUINTIN;COTES-D'ARMOR;BRETAGNE;187111;2380348;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.2904391392, -3.23101851434;Air;Ammoniac (NH3);26600
22175071;GAEC DE COAT BIHAN;3,33E+13;LA VILLEON;22270;PLEDELIAC;COTES-D'ARMOR;BRETAGNE;250589;2393763;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.4481372691, -2.38816509907;Air;Ammoniac (NH3);96200
22177128;LE MEHAUTE Etienne;;;22290;PLEGUIEN;COTES-D'ARMOR;BRETAGNE;211200;2416999;;non renseigné;;;48.6340807659, -2.94032885811;Air;Ammoniac (NH3);11200
22180118;EARL FAIRIER;4,05E+13;LE BREUIL;22980;PLELAN-LE-PETIT;COTES-D'ARMOR;BRETAGNE;263037;2391456;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.4340364504, -2.21842314703;Air;Ammoniac (NH3);143100
